# 1D Burgers - UNet1d 数据样本
#
# 物理问题: 给定前10个时间步的速度场，预测下一时间步
# 控制方程: ∂u/∂t + u·∂u/∂x = ν·∂²u/∂x² (ν=1.0)
# 模型: UNet1d (pushforward, 20 steps)
# Checkpoint: 1D_Burgers_Sols_Nu1.0_Unet-PF-20.pt

================================================================================
输入格式: [B, T₀, Nx] = [1, 10, 256]
输出格式: [B, 1, Nx] = [1, 1, 256]
================================================================================

# 输入: 前10个时间步的速度场
# Shape: (10, 256) -> 需reshape为 (1, 10, 256) 送入模型
# 数值范围: [0.71, 0.83]
# 物理含义: 流体速度随空间位置的分布

input_velocity = np.array(
array([[0.831924, 0.83195 , 0.831414, 0.830321, 0.828681, 0.82651 , 0.823829, 0.820664, 0.817045, 0.813008, 0.80859 ,
        0.803836, 0.798791, 0.793503, 0.788024, 0.782406, 0.776703, 0.770971, 0.765265, 0.759641, 0.754151, 0.748849,
        0.743787, 0.739013, 0.734574, 0.730511, 0.726865, 0.723671, 0.720959, 0.718755, 0.717081, 0.715953, 0.715382,
        0.715373, 0.715926, 0.717037, 0.718694, 0.720881, 0.723578, 0.726758, 0.73039 , 0.73444 , 0.738868, 0.743632,
        0.748686, 0.75398 , 0.759465, 0.765087, 0.770791, 0.776523, 0.782227, 0.787848, 0.793333, 0.798628, 0.803681,
        0.808446, 0.812874, 0.816924, 0.820556, 0.823736, 0.826433, 0.82862 , 0.830278, 0.831388, 0.831942, 0.831933,
        0.831362, 0.830234, 0.828561, 0.826357, 0.823645, 0.82045 , 0.816805, 0.812742, 0.808303, 0.803529, 0.798467,
        0.793166, 0.787676, 0.782051, 0.776345, 0.770613, 0.764911, 0.759293, 0.753813, 0.748525, 0.74348 , 0.738726,
        0.734308, 0.730271, 0.726652, 0.723487, 0.720806, 0.718635, 0.716994, 0.715901, 0.715365, 0.715391, 0.71598 ,
        0.717125, 0.718815, 0.721035, 0.723763, 0.726972, 0.730631, 0.734706, 0.739157, 0.74394 , 0.74901 , 0.754318,
        0.759813, 0.765441, 0.771149, 0.776881, 0.782581, 0.788196, 0.79367 , 0.798951, 0.803988, 0.808733, 0.813139,
        0.817164, 0.820769, 0.823919, 0.826585, 0.82874 , 0.830363, 0.831439, 0.831958, 0.831914, 0.831308, 0.830146,
        0.828438, 0.826202, 0.823459, 0.820235, 0.816562, 0.812475, 0.808014, 0.803221, 0.798142, 0.792827, 0.787328,
        0.781696, 0.775987, 0.770256, 0.764557, 0.758946, 0.753477, 0.748202, 0.743174, 0.738439, 0.734045, 0.730032,
        0.726441, 0.723305, 0.720655, 0.718516, 0.71691 , 0.715851, 0.71535 , 0.715411, 0.716035, 0.717215, 0.718939,
        0.721191, 0.723949, 0.727188, 0.730874, 0.734973, 0.739446, 0.744249, 0.749336, 0.754657, 0.760161, 0.765796,
        0.771507, 0.777238, 0.782935, 0.788543, 0.794006, 0.799274, 0.804294, 0.809018, 0.813402, 0.817402, 0.820979,
        0.8241  , 0.826735, 0.828857, 0.830447, 0.831488, 0.831972, 0.831893, 0.831252, 0.830055, 0.828314, 0.826045,
        0.823271, 0.820019, 0.816319, 0.812207, 0.807723, 0.802911, 0.797816, 0.792489, 0.786979, 0.781341, 0.775629,
        0.769898, 0.764203, 0.758599, 0.753141, 0.74788 , 0.742869, 0.738154, 0.733782, 0.729795, 0.726231, 0.723125,
        0.720506, 0.7184  , 0.716827, 0.715803, 0.715337, 0.715434, 0.716092, 0.717306, 0.719064, 0.721349, 0.724138,
        0.727405, 0.731119, 0.735243, 0.739737, 0.744559, 0.749662, 0.754996, 0.76051 , 0.766151, 0.771865, 0.777596,
        0.783289, 0.788889, 0.794342, 0.799595, 0.804598, 0.809303, 0.813663, 0.817638, 0.821188, 0.82428 , 0.826883,
        0.828972, 0.830528, 0.831535],
       [0.774198, 0.774214, 0.774227, 0.774237, 0.774245, 0.77425 , 0.774251, 0.77425 , 0.774245, 0.774236, 0.774224,
        0.774207, 0.774187, 0.774163, 0.774135, 0.774103, 0.774068, 0.774028, 0.773985, 0.773938, 0.773888, 0.773834,
        0.773783, 0.773735, 0.77369 , 0.773648, 0.773608, 0.773572, 0.773538, 0.773507, 0.773479, 0.773454, 0.773431,
        0.773412, 0.773395, 0.773381, 0.77337 , 0.773361, 0.773356, 0.773354, 0.773354, 0.773358, 0.773366, 0.773378,
        0.773393, 0.773412, 0.773436, 0.773462, 0.773493, 0.773528, 0.773566, 0.773608, 0.773654, 0.773703, 0.773749,
        0.773792, 0.773833, 0.77387 , 0.773905, 0.773937, 0.773966, 0.773992, 0.774015, 0.774036, 0.774053, 0.774068,
        0.77408 , 0.774089, 0.774095, 0.774098, 0.774099, 0.774096, 0.774089, 0.774079, 0.774064, 0.774046, 0.774024,
        0.773999, 0.773969, 0.773936, 0.773898, 0.773857, 0.773813, 0.773764, 0.773712, 0.773662, 0.773615, 0.77357 ,
        0.773529, 0.77349 , 0.773454, 0.773421, 0.773391, 0.773363, 0.773339, 0.773317, 0.773299, 0.773283, 0.77327 ,
        0.773259, 0.773252, 0.773247, 0.773245, 0.773247, 0.773252, 0.77326 , 0.773273, 0.77329 , 0.77331 , 0.773334,
        0.773362, 0.773393, 0.773429, 0.773468, 0.773511, 0.773558, 0.773609, 0.773659, 0.773706, 0.773751, 0.773793,
        0.773831, 0.773867, 0.7739  , 0.77393 , 0.773958, 0.773982, 0.774004, 0.774022, 0.774038, 0.774051, 0.774061,
        0.774069, 0.774073, 0.774075, 0.774073, 0.774067, 0.774058, 0.774045, 0.774028, 0.774007, 0.773983, 0.773954,
        0.773922, 0.773886, 0.773846, 0.773803, 0.773755, 0.773704, 0.773654, 0.773607, 0.773563, 0.773522, 0.773483,
        0.773448, 0.773415, 0.773385, 0.773358, 0.773334, 0.773312, 0.773294, 0.773278, 0.773265, 0.773256, 0.773248,
        0.773244, 0.773243, 0.773245, 0.773251, 0.77326 , 0.773274, 0.773291, 0.773312, 0.773336, 0.773365, 0.773397,
        0.773433, 0.773473, 0.773517, 0.773564, 0.773616, 0.773667, 0.773715, 0.77376 , 0.773802, 0.773842, 0.773878,
        0.773912, 0.773943, 0.773971, 0.773996, 0.774019, 0.774038, 0.774055, 0.774069, 0.77408 , 0.774088, 0.774094,
        0.774096, 0.774096, 0.774092, 0.774084, 0.774072, 0.774057, 0.774037, 0.774014, 0.773987, 0.773956, 0.773922,
        0.773884, 0.773841, 0.773795, 0.773747, 0.7737  , 0.773657, 0.773616, 0.773578, 0.773543, 0.773511, 0.773482,
        0.773456, 0.773432, 0.773411, 0.773393, 0.773378, 0.773366, 0.773356, 0.77335 , 0.773346, 0.773345, 0.773348,
        0.773354, 0.773364, 0.773379, 0.773396, 0.773418, 0.773444, 0.773473, 0.773506, 0.773543, 0.773584, 0.773628,
        0.773677, 0.773729, 0.773782, 0.773832, 0.77388 , 0.773924, 0.773966, 0.774005, 0.774041, 0.774074, 0.774105,
        0.774132, 0.774157, 0.774179],
       [0.774198, 0.774214, 0.774227, 0.774237, 0.774245, 0.77425 , 0.774251, 0.77425 , 0.774245, 0.774236, 0.774224,
        0.774207, 0.774187, 0.774163, 0.774135, 0.774103, 0.774068, 0.774028, 0.773985, 0.773938, 0.773888, 0.773834,
        0.773783, 0.773735, 0.77369 , 0.773648, 0.773608, 0.773572, 0.773538, 0.773507, 0.773479, 0.773454, 0.773431,
